hournorain,t2mmax,t2mmean,t2mmin,tprecmax,t2m,ts,qv2m,prectot,speed,dmc,fwi,dsr,dc,isi,bui,ffmc,fcount_terra,frp_terra,fcount_aqua,frp_aqua,year,month,day
0.4973,0.8805,1.0953,1.3175,-0.3257,1.0953,1.0665,2.5889,-0.3873,-0.2216,-0.2359,0.0378,-0.0495,-0.6489,0.0935,-0.3802,0.2173,1,0.01,8,0.28,2010,6,6
-0.3732,0.6781,0.7581,0.995,0.7339,0.7581,0.7804,2.0463,0.7872,0.4628,-0.2153,0.1241,0.2846,-0.638,0.2955,-0.3542,0.1609,1,0.02,0,0,2010,6,7
-0.7738,0.3938,0.5137,0.5777,-0.4484,0.5137,0.5497,1.4379,-0.5254,0.1992,-0.1799,-0.2495,-0.3213,-0.6288,-0.2657,-0.3194,0.1752,5,0.1,10,0.51,2010,6,8
-1.3539,-0.0526,0.2124,0.6481,0.8642,0.2124,0.2116,1.1717,0.1305,1.6705,-0.161,0.4044,0.3961,-0.6207,0.547,-0.294,-0.2318,2,0.03,1,0.03,2010,6,9
-0.3094,-0.994,-0.9932,-0.8227,0.2209,-0.9932,-0.9554,0.0397,0.2222,2.1783,-0.1622,0.4946,0.7187,-0.6173,0.7446,-0.2909,-0.3659,7,0.08,2,0.05,2010,6,10
-1.0689,-1.5671,-1.8019,-1.7601,-0.4199,-1.8019,-1.7495,-0.6688,-0.3687,2.876,-0.1586,-0.0651,-0.1337,-0.6116,-0.0589,-0.2822,-0.1648,5,0.4,2,0.07,2010,6,11
-1.0701,-1.2227,-1.1889,-1.0213,0.2824,-1.1889,-1.1871,-0.0054,0.2646,2.0016,-0.2631,-0.8614,-0.926,-0.6166,-0.8499,-0.375,-0.4996,11,1.52,6,0.3,2010,6,12
-0.1563,-0.3633,-0.4837,-0.5262,-0.257,-0.4836,-0.4491,0.5269,-0.2376,-0.5752,-0.2809,-0.9676,-1.044,-0.6075,-1.0067,-0.3806,-0.1645,4,0.19,5,0.19,2010,6,13
0.9571,0.1816,0.1735,0.196,-0.4361,0.1735,0.1315,0.4021,-0.4049,-1.6044,-0.2436,-0.8188,-1.0174,-0.5973,-0.9137,-0.3433,0.2148,8,0.41,2,0.1,2010,6,14
0.5031,-0.0277,0.0465,-0.0005,-0.3778,0.0465,-0.093,0.0564,-0.3634,0.5162,-0.2227,0.7033,0.8033,-0.5911,0.8853,-0.3204,0.2149,7,0.18,7,0.15,2010,6,15
0.0312,-0.8332,-1.0691,-1.1749,0.1609,-1.0691,-1.1096,-0.7365,-0.0312,1.9963,-0.2201,1.2595,1.8489,-0.5908,1.9457,-0.3158,0.0541,8,0.25,4,0.32,2010,6,16
0.6747,-1.0787,-1.3908,-1.7089,-0.5014,-1.3908,-1.3929,-1.4249,-0.4769,-0.3332,-0.2076,-0.5051,-0.6455,-0.5897,-0.6494,-0.3034,0.1712,21,2.49,10,0.19,2010,6,17
0.5975,-0.9135,-1.0311,-1.2012,-0.4889,-1.0311,-1.1994,-0.9833,-0.4219,0.1545,-0.1886,0.504,0.6449,-0.5877,0.7226,-0.2843,0.1194,7,0.35,3,0.14,2010,6,18
0.2892,-1.474,-1.3001,-1.2616,-0.4686,-1.3002,-1.307,-0.4266,-0.3702,0.8673,-0.1886,0.5542,0.8008,-0.5888,0.8858,-0.283,-0.1078,11,0.16,12,0.56,2010,6,19
0.3022,-1.4076,-1.502,-1.5781,-0.3037,-1.502,-1.449,-0.5171,-0.2591,0.6685,-0.1913,-0.2494,-0.2254,-0.5893,-0.2279,-0.2833,-0.2687,2,0.02,2,0.07,2010,6,20
-0.2488,-1.1806,-1.2514,-1.3541,-0.462,-1.2514,-1.2409,-0.4885,-0.4696,0.1885,-0.1809,-0.4308,-0.343,-0.591,-0.3814,-0.2748,-0.2901,10,0.48,1,0.02,2010,6,21
0.5309,-0.6797,-0.8097,-0.8062,-0.4208,-0.8097,-0.7099,-0.017,-0.4333,-1.0303,-0.1712,-1.2508,-1.2989,-0.5921,-1.3236,-0.2667,-0.3775,7,0.1,11,0.59,2010,6,22
-1.1133,-0.184,-0.1122,0.1003,-0.5663,-0.1121,-0.2982,0.0649,-0.4996,-1.4397,-0.1663,-0.6815,-0.7173,-0.5916,-0.7521,-0.2615,-0.2614,7,0.24,3,0.86,2010,6,23
-0.9349,-0.0806,0.0067,0.2315,-0.3142,0.0067,-0.1899,0.0069,-0.3317,-0.4288,-0.1423,0.1675,0.2473,-0.5908,0.2446,-0.2418,-0.077,17,0.65,7,0.23,2010,6,24
-0.5674,-0.4424,-0.2496,0.1214,0.241,-0.2496,-0.3455,0.6421,0.5895,0.3692,-0.1216,0.3453,0.6737,-0.5851,0.6847,-0.2188,-0.2741,2,0.06,3,0.13,2010,6,25
-0.5223,-0.2147,-0.3786,-0.3634,0.9483,-0.3786,-0.1054,1.4562,0.4325,-0.4144,-0.0981,-1.1659,-1.164,-0.583,-1.1877,-0.1988,-0.2991,2,0.02,7,0.17,2010,6,26
1.0074,0.6597,0.3627,0.1355,-0.5168,0.3627,0.5074,0.8548,-0.4257,-1.5855,-0.0639,-1.2129,-1.3762,-0.5774,-1.3871,-0.1676,0.1737,0,0,0,0,2010,6,27
0.9911,0.9128,0.9355,0.822,-0.4933,0.9355,0.8861,0.7482,-0.4482,-1.0012,-0.0192,-0.252,-0.4054,-0.5685,-0.4022,-0.1261,0.3432,11,0.54,5,0.15,2010,6,28
0.2919,0.5651,0.731,0.8913,-0.3685,0.731,0.6406,0.6666,-0.4062,0.2868,0.0513,0.9952,1.1026,-0.5512,1.1497,-0.0566,0.3432,9,0.42,4,0.15,2010,6,29
0.9941,0.0207,0.1225,0.0875,-0.4539,0.1225,0.0773,0.0399,-0.435,1.6161,0.0986,1.4032,1.6499,-0.5433,1.7117,-0.0103,0.3717,9,0.25,19,3,2010,6,30
1.1717,-0.4186,-0.3783,-0.5087,-0.435,-0.3783,-0.4122,-0.764,-0.4938,1.4894,0.158,1.1675,1.4541,-0.5323,1.519,0.0475,0.3973,14,0.71,14,1.14,2010,7,1
0.9876,-0.7638,-0.8695,-0.9989,-0.3496,-0.8695,-0.8807,-1.0378,-0.3999,1.3741,0.182,0.9631,1.0877,-0.5296,1.0889,0.0716,0.2801,6,0.13,0,0,2010,7,2
0.7406,-0.9626,-1.2622,-1.4051,-0.4613,-1.2622,-1.0993,-0.835,-0.4624,0.9728,0.1925,-0.2233,-0.2512,-0.5307,-0.3098,0.0822,0.1481,4,0.38,1,0.01,2010,7,3
0.9281,-0.8443,-1.0704,-1.1585,-0.3919,-1.0704,-0.892,-0.7337,-0.4002,0.1783,0.2176,-0.7729,-0.7766,-0.5308,-0.8281,0.1027,0.2047,1,0.01,2,0.11,2010,7,4
1.3214,-0.3782,-0.4435,-0.5263,-0.4292,-0.4435,-0.5156,-0.3662,-0.4175,-1.4265,0.3131,-0.0144,-0.1341,-0.5201,-0.1956,0.1876,0.2335,11,0.41,10,0.23,2010,7,5
1.1076,-0.6826,-0.5907,-0.6281,-0.4163,-0.5907,-0.4866,0.0194,-0.3335,-0.0677,0.3902,-0.2852,-0.3545,-0.5091,-0.4242,0.2659,0.0494,8,0.21,7,1.09,2010,7,6
0.55,-0.5003,-0.5902,-0.791,-0.392,-0.5902,-0.3986,-0.1816,-0.3512,-0.5697,0.4275,-0.4295,-0.4948,-0.499,-0.5484,0.3092,0.1427,6,0.5,8,1.04,2010,7,7
0.217,-0.003,-0.151,-0.154,-0.3364,-0.151,-0.1656,-0.2491,-0.3734,-0.7004,0.4574,-0.0724,-0.1405,-0.4864,-0.2127,0.3443,0.2407,5,0.31,11,0.42,2010,7,8
-0.4795,0.2835,0.3475,0.5061,-0.1937,0.3474,0.3346,0.2568,-0.2675,-0.3412,0.4885,-0.0234,-0.0325,-0.4772,-0.0984,0.3749,0.258,1,0.01,0,0,2010,7,9
-0.2752,0.4825,0.6636,0.8085,-0.3454,0.6636,0.6662,0.664,-0.3571,-0.8358,0.4215,-0.1511,-0.2443,-0.4715,-0.3055,0.3212,0.0531,4,0.16,3,0.13,2010,7,10
-0.3945,0.2975,0.6265,0.7207,-0.0245,0.6265,0.7551,1.1249,0.0398,-0.6189,0.4705,-0.2126,-0.3232,-0.4628,-0.3839,0.3686,0.0894,2,0.02,0,0,2010,7,11
0.3468,0.3461,0.5836,0.6901,-0.4415,0.5836,0.6775,0.9864,-0.3665,0.9828,0.54,0.9712,1.0298,-0.4483,0.9663,0.4353,0.1349,14,1.36,11,1.52,2010,7,12
0.4194,-0.0962,0.1519,0.2885,-0.3014,0.1519,0.2829,0.4847,-0.2768,1.6786,0.6271,0.9057,1.0195,-0.4222,0.9604,0.5252,0.0444,4,0.11,8,2.8,2010,7,13
1.0252,0.3672,-0.011,-0.3383,-0.3733,-0.011,0.3084,0.1063,-0.4033,0.4167,0.67,-0.273,-0.4455,-0.3972,-0.5068,0.5697,0.2025,3,0.09,3,0.5,2010,7,14
1.0024,1.389,1.1549,0.936,-0.5179,1.1549,1.2611,0.0097,-0.5408,-1.1951,0.7422,-0.5396,-0.7023,-0.3823,-0.7625,0.6366,0.5719,1,0.01,1,0.02,2010,7,15
-0.2151,1.3232,1.5483,1.6956,0.2101,1.5483,1.4983,0.9484,0.0944,-0.9101,0.6496,-0.3211,-0.4676,-0.3734,-0.5436,0.5561,0.2687,2,0.04,6,0.79,2010,7,16
0.0862,1.1446,1.2201,1.2707,0.5221,1.2201,1.4131,1.8047,0.2685,-0.2817,0.6509,-0.3374,-0.4992,-0.3606,-0.5658,0.5637,0.3386,11,0.14,7,0.16,2010,7,17
0.2869,1.1867,1.2871,1.178,-0.59,1.2871,1.3715,0.622,-0.6627,-0.0433,0.7858,0.926,0.76,-0.3354,0.6948,0.6952,0.6543,5,0.39,10,1.36,2010,7,18
0.2479,1.0846,0.9474,0.5949,-0.5774,0.9475,1.0594,-0.2064,-0.521,0.858,0.8448,0.7204,0.6597,-0.3128,0.5918,0.751,0.7808,12,0.44,7,0.6,2010,7,19
-0.116,0.7801,0.6954,0.4584,-0.5784,0.6954,0.6775,-0.5216,-0.4585,0.5823,0.9047,1.0105,1.0784,-0.2865,0.9896,0.8119,0.6661,1,0.04,4,0.28,2010,7,20
0.8508,0.2311,0.2458,0.0432,-0.5019,0.2458,0.3046,-0.4019,-0.5074,1.9742,1.0952,1.9433,2.4583,-0.2426,2.447,0.9878,0.6617,9,0.13,5,0.27,2010,7,21
1.4237,0.2702,-0.0138,-0.3889,-0.6719,-0.0138,0.0954,-0.8385,-0.5626,1.1703,1.2403,0.7641,0.809,-0.2007,0.7385,1.1157,0.6681,3,0.09,3,0.07,2010,7,22
1.4249,0.532,0.351,0.1374,-0.8131,0.351,0.4425,-0.4652,-0.7078,-0.5501,1.3358,0.3176,0.1717,-0.1805,0.0843,1.2006,0.6851,5,0.16,2,0.16,2010,7,23
1.0895,1.2327,0.947,0.5314,-0.5825,0.947,1.0465,-0.4486,-0.6101,-0.6203,1.6037,0.0964,-0.0819,-0.1466,-0.1697,1.4366,0.8546,2,0.03,0,0,2010,7,24
-0.2601,0.9834,1.1141,1.0512,0.2402,1.1141,1.1522,0.0432,-0.2068,-0.3474,1.752,0.1852,0.0399,-0.1179,-0.072,1.5804,0.5623,5,0.43,10,2.3,2010,7,25
-1.0312,-0.0998,0.0797,0.6897,4.0205,0.0797,0.2357,1.0946,2.8881,0.5283,1.0391,-0.7106,-0.5504,-0.191,-0.6458,0.9221,-1.3695,8,0.13,15,0.43,2010,7,26
-0.6195,-0.8456,-0.6156,-0.2471,1.3289,-0.6156,-0.4142,0.642,0.4771,0.2647,0.8247,-0.6293,-0.565,-0.2162,-0.6205,0.707,-0.9808,36,7.99,39,15.25,2010,7,27
-0.2417,-0.9637,-0.7372,-0.4496,-0.22,-0.7372,-0.5344,0.4512,-0.2529,0.8775,0.7774,-0.5022,-0.553,-0.2188,-0.5705,0.6564,-0.6234,40,5.31,40,7.92,2010,7,28
-0.2073,-0.4123,-0.3098,-0.0061,-0.5875,-0.3098,-0.2553,0.1462,-0.4463,-0.4474,0.7628,-0.6114,-0.5908,-0.2266,-0.6078,0.6367,-0.6073,10,1.24,18,4.15,2010,7,29
0.1247,-0.2466,-0.1216,0.0287,0.69,-0.1216,-0.0529,0.2173,1.0754,-0.2049,0.5145,-0.2767,-0.3101,-0.2362,-0.3045,0.4092,-0.3395,41,9.85,38,6.47,2010,7,30
0.3665,-0.5759,-0.4317,-0.2864,-0.2326,-0.4317,-0.4369,-0.0856,-0.2126,0.8038,0.5969,0.2179,0.0862,-0.218,0.116,0.4935,0.0537,9,0.12,6,0.63,2010,7,31
0.3318,-0.6217,-0.7397,-0.774,-0.152,-0.7397,-0.6489,-0.5865,-0.2584,0.2667,0.635,-0.2313,-0.3938,-0.2029,-0.3821,0.5409,0.232,2,0.06,0,0,2010,8,1
-0.1869,-0.5196,-0.4334,-0.2735,-0.3132,-0.4335,-0.5474,-0.6904,-0.2437,-0.43,0.6838,-0.0683,-0.2184,-0.1855,-0.2305,0.5976,0.2476,11,0.53,17,0.64,2010,8,2
0.1802,0.0909,-0.0723,-0.2395,-0.3345,-0.0723,-0.0593,-0.6494,-0.3168,0.0297,0.7458,0.2053,0.0663,-0.153,0.0537,0.6676,0.4582,13,0.42,7,0.36,2010,8,3
0.8557,0.3604,0.3313,0.1892,-0.468,0.3313,0.1765,-0.8024,-0.35,-0.0342,0.7974,0.7291,0.744,-0.1324,0.7062,0.7239,0.4861,21,0.79,26,1.83,2010,8,4
1.081,0.1643,0.0682,-0.2736,-0.4442,0.0682,-0.019,-1.0792,-0.3455,0.2863,0.854,0.9137,0.9773,-0.1162,0.9347,0.7813,0.5136,10,0.35,4,0.24,2010,8,5
1.4051,0.0013,-0.0582,-0.3574,-0.51,-0.0582,-0.1003,-0.8553,-0.4606,0.6633,0.9089,1.449,1.4882,-0.1038,1.4794,0.8376,0.6548,8,0.32,14,1.42,2010,8,6
1.077,-0.376,-0.3087,-0.4928,-0.4934,-0.3087,-0.3134,-0.5889,-0.4826,0.5525,0.8329,0.6936,0.7376,-0.11,0.7031,0.7558,0.3508,11,0.27,4,0.11,2010,8,7
-0.0658,-1.1988,-0.9585,-0.8576,-0.2633,-0.9585,-0.7621,0.2354,-0.1934,0.5691,0.6901,-0.5167,-0.5593,-0.1761,-0.6262,0.6098,-0.575,3,0.05,1,0.03,2010,8,8
-0.4417,-1.5764,-1.5966,-1.4154,-0.2838,-1.5966,-1.3975,-0.0363,-0.2318,-0.2249,0.6529,-0.253,-0.3481,-0.1604,-0.3819,0.5802,-0.2544,2,0.03,10,0.48,2010,8,9
0.6122,-1.1966,-1.2793,-1.3756,-0.5152,-1.2793,-1.3381,-0.7773,-0.5014,0.9603,0.6953,0.8876,0.9206,-0.1337,0.9336,0.6289,0.1311,2,0.05,0,0,2010,8,10
0.4237,-1.3614,-1.3669,-1.3547,-0.4865,-1.3669,-1.4129,-0.9273,-0.5032,1.7337,0.7246,0.9841,1.1324,-0.1201,1.1644,0.6633,0.0081,8,0.18,10,0.18,2010,8,11
1.3545,-1.1898,-1.5395,-1.6883,-0.5713,-1.5395,-1.3444,-0.8978,-0.5311,0.3374,0.7738,-0.4906,-0.5783,-0.1095,-0.6322,0.7122,0.0128,3,0.06,2,0.09,2010,8,12
1.6691,-0.3743,-0.7358,-0.8827,-0.5302,-0.7358,-0.8403,-1.0247,-0.4747,-0.7751,0.8494,0.0519,-0.0618,-0.0938,-0.1246,0.7876,0.2918,5,0.08,8,0.3,2010,8,13
1.3663,-0.1337,-0.4618,-0.8228,-0.4725,-0.4618,-0.3997,-0.7245,-0.4456,0.0724,0.927,-0.1815,-0.3389,-0.0657,-0.4069,0.8654,0.4097,6,0.1,1,0.02,2010,8,14
1.1559,0.3516,0.0335,-0.3505,-0.4656,0.0334,-0.0399,-0.7323,-0.4424,0.3023,0.9816,0.7216,0.7886,-0.0358,0.7278,0.9148,0.5057,4,0.12,9,1.46,2010,8,15
0.7118,0.8406,0.4947,0.2564,-0.3747,0.4947,0.4635,-0.3118,-0.3431,0.1821,1.0081,0.1302,0.0321,-0.0102,-0.0106,0.9434,0.4343,2,0.01,3,0.09,2010,8,16
0.5466,0.9461,0.9766,0.8849,-0.231,0.9766,0.7577,0.2144,-0.2053,0.4278,0.9132,1.0955,1.3001,-0.022,1.2626,0.8454,0.2961,4,0.1,3,0.58,2010,8,17
0.1706,0.365,0.4037,0.452,-0.1404,0.4037,0.476,0.521,-0.1672,0.9279,0.8709,0.2906,0.2315,-0.0172,0.1638,0.7966,0.1548,11,0.19,12,0.27,2010,8,18
0.8913,0.439,0.3818,0.2163,-0.3122,0.3818,0.5893,0.0361,-0.3302,-0.2044,0.8195,-0.2785,-0.4191,-0.046,-0.4709,0.7285,0.1828,7,0.23,0,0,2010,8,19
1.5757,0.8907,0.6164,0.2904,-0.5808,0.6164,0.4241,-0.9359,-0.6067,-0.1214,0.8946,0.8933,0.8646,-0.0193,0.8891,0.8014,0.7537,4,0.12,1,0.03,2010,8,20
0.891,0.5128,0.3664,0.1168,-0.4772,0.3664,0.1673,-0.7366,-0.4311,2.0422,0.9172,1.7993,2.0762,-0.0043,2.162,0.8269,0.602,0,0,9,2.81,2010,8,21
-0.1545,-0.2477,-0.4337,-0.4576,-0.3968,-0.4336,-0.2638,0.1036,-0.4257,2.2209,0.9465,1.4899,1.8192,0.0182,1.98,0.8609,0.4085,4,0.06,0,0,2010,8,22
0.9542,0.5547,-0.3646,-0.8474,-0.6856,-0.3646,-0.0865,-1.0142,-0.5837,1.2347,1.0538,-0.1654,-0.4072,0.0471,-0.5315,0.9682,0.8546,4,0.1,6,0.19,2010,8,23
1.5483,1.6606,0.9927,0.3821,-0.5846,0.9927,0.9542,-1.5774,-0.5321,0.0824,1.1119,0.1071,-0.0771,0.0715,-0.2067,1.0263,1.1499,5,0.12,8,3.98,2010,8,24
0.8786,2.0647,1.9176,1.6839,0.4409,1.9175,1.5963,-0.4884,-0.0377,-0.9547,1.0038,0.4649,0.2949,0.0941,0.1643,0.9366,1.2081,22,0.92,13,0.28,2010,8,25
-0.2037,1.8268,1.9097,1.7955,-0.3942,1.9097,1.8005,0.4718,-0.4513,0.4059,0.8686,1.5517,1.7145,0.1046,1.705,0.8142,0.7909,2,0.08,0,0,2010,8,26
0.1851,0.6291,0.6022,0.5517,0.6372,0.6022,0.7636,0.6286,0.4268,1.8048,0.4621,1.4917,1.4839,0.0598,1.4451,0.4305,0.2908,8,0.16,18,0.52,2010,8,27
-0.3067,-1.2629,-1.8359,-1.5216,0.3021,-1.8359,-1.7494,-0.5054,0.4355,3.8761,0.2938,2.1211,3.0346,0.0505,3.1277,0.2854,-1.2396,6,0.11,1,0.1,2010,8,28
-1.0794,-3.304,-3.3016,-2.831,0.1426,-3.3016,-2.9238,-0.3199,0.2845,1.8582,0.2582,-0.8316,-0.6167,0.0564,-0.6994,0.2436,-1.6945,4,0.07,6,0.24,2010,8,29
-0.8108,-3.0311,-2.9409,-2.6526,0.4595,-2.9409,-2.809,-0.6578,0.1361,-0.127,0.2627,-1.3672,-1.4228,0.0743,-1.5253,0.2489,-0.8916,5,0.21,3,0.07,2010,8,30
0.0444,-1.6396,-2.0629,-2.0269,-0.457,-2.0629,-1.9542,-0.6227,-0.4842,-0.7967,0.2923,-0.9961,-1.0578,0.089,-1.1603,0.2836,-0.3985,10,0.14,4,0.14,2010,8,31
-1.2481,-1.9518,-1.852,-1.4598,0.4883,-1.852,-2.1667,-1.1969,1.3471,2.2035,-1.0576,0.3508,0.912,-1.1582,1.624,-1.151,-2.0375,2,0.04,0,0,2011,6,1
-0.7084,-2.2314,-2.505,-2.7933,0.1571,-2.505,-2.5084,-1.4616,0.4131,1.115,-1.0365,-1.0721,-0.8647,-1.1576,-0.808,-1.1333,-1.4902,14,0.77,10,0.38,2011,6,2
-0.8427,-1.7354,-1.9541,-2.2777,-0.0614,-1.9542,-2.1046,-1.7096,-0.0901,-0.5402,-1.0138,-1.0954,-0.9932,-1.1513,-0.8752,-1.1052,-0.6184,4,0.08,2,0.25,2011,6,3
-1.0665,-1.4924,-1.3389,-1.1161,0.8135,-1.3389,-1.618,-0.9271,2.006,1.4246,-1.0921,-0.3165,0.0849,-1.1828,0.3535,-1.1724,-1.4285,1,0.01,6,0.85,2011,6,4
-0.7217,-1.0171,-0.8143,-0.7321,0.0005,-0.8143,-1.0406,-0.3122,0.2917,0.0743,-1.129,-0.2729,0.2302,-1.1822,0.468,-1.1989,-1.2684,3,0.14,16,6.75,2011,6,5
-1.0773,-0.9353,-0.9952,-0.7659,1.7886,-0.9953,-1.0809,0.422,2.4048,1.2171,-1.1772,-1.0787,-0.7146,-1.2235,-0.5903,-1.2684,-1.9279,2,0.03,4,0.14,2011,6,6
-0.8703,-0.9166,-0.9866,-0.9282,-0.0042,-0.9866,-0.9313,0.3075,-0.1507,-0.6085,-1.1684,-1.4244,-1.1306,-1.219,-1.1472,-1.251,-1.2118,0,0,3,0.54,2011,6,7
-0.1813,-0.8951,-0.7212,-0.7279,-0.3724,-0.7212,-0.754,0.313,-0.4567,-0.4868,-1.1431,-1.1012,-0.9414,-1.213,-0.8299,-1.2218,-0.3876,3,0.11,5,0.24,2011,6,8
0.6797,-0.6741,-0.7448,-0.9158,-0.7533,-0.7448,-0.7047,0.327,-0.6343,-0.3774,-1.1099,-1.2209,-1.175,-1.2062,-1.0302,-1.182,-0.1659,14,0.76,9,0.41,2011,6,9
0.8204,-0.4792,-0.3675,-0.4717,-0.4677,-0.3675,-0.5322,0.3636,-0.4735,-0.6204,-1.0669,-0.6052,-0.5174,-1.1964,-0.3287,-1.1336,0.0186,5,0.15,2,0.07,2011,6,10
-0.6514,-0.8543,-0.6218,-0.3583,-0.306,-0.6218,-0.7872,0.5381,-0.2378,-0.068,-1.0398,-0.5456,-0.3151,-1.1832,-0.0949,-1.1023,-0.0877,2,0.05,0,0,2011,6,11
-1.1587,-0.6818,-0.6558,-0.5211,-0.2103,-0.6558,-0.5672,0.8649,-0.208,-0.7106,-1.0251,-1.0711,-0.948,-1.1721,-0.8752,-1.0832,-0.0832,6,0.1,0,0,2011,6,12
-0.5518,-0.3505,-0.1339,0.2054,-0.2377,-0.1339,-0.1493,1.653,-0.2179,-0.7415,-1.0028,-0.9738,-0.9336,-1.1615,-0.8213,-1.0587,-0.1925,9,0.14,6,0.27,2011,6,13
0.8238,0.3568,0.2553,0.2225,-0.4299,0.2553,0.3257,1.6622,-0.405,-1.0867,-0.9667,-1.3422,-1.4096,-1.1493,-1.2103,-1.0245,0.0473,6,0.19,0,0,2011,6,14
0.8777,0.3861,0.6233,0.7494,-0.4446,0.6233,0.4528,1.0592,-0.388,-0.6993,-0.9241,-0.5915,-0.7257,-1.1384,-0.4516,-0.9884,0.1145,14,0.42,4,0.68,2011,6,15
-0.1812,-0.2215,-0.342,-0.3204,-0.255,-0.342,-0.4039,0.6258,-0.2791,0.9966,-0.8958,0.1356,0.2917,-1.1325,0.5134,-0.9639,0.0139,1,0.01,2,0.07,2011,6,16
-0.8861,-0.8025,-0.8591,-0.793,-0.4615,-0.8591,-0.8142,-0.0089,-0.4222,-0.2226,-0.8861,-1.0488,-1.0904,-1.1294,-1.0034,-0.957,-0.0169,7,0.1,3,0.17,2011,6,17
-1.2217,-0.8328,-0.6752,-0.487,0.3094,-0.6752,-0.8927,0.4738,0.0426,-0.6039,-0.8757,-0.822,-0.798,-1.1267,-0.7047,-0.9522,-0.5142,1,0.02,2,0.33,2011,6,18
-2.3231,-1.2864,-1.1134,-0.5389,2.9629,-1.1135,-1.0391,1.3921,3.7742,1.7139,-0.9986,-1.5985,-1.1898,-1.1591,-1.1931,-1.0771,-2.5697,9,0.33,10,3.5,2011,6,19
1.2385,-0.2057,-0.6002,-0.6043,-0.3897,-0.6002,-0.6216,0.4461,-0.3397,-0.9432,-0.9851,-1.8461,-1.7264,-1.1553,-1.6668,-1.0653,-0.6809,7,0.18,5,0.08,2011,6,20
0.3292,0.7231,0.5988,0.6208,-0.5342,0.5988,0.497,1.1059,-0.5039,-2.1067,-0.9528,-1.765,-1.6831,-1.1504,-1.5279,-1.0426,-0.1342,10,0.71,7,0.74,2011,6,21
-0.8607,1.0692,1.1675,1.2636,-0.4679,1.1675,0.9121,1.5268,-0.478,-1.6211,-0.9245,-0.5913,-0.6162,-1.1462,-0.3586,-1.0228,-0.0436,7,0.23,11,1.01,2011,6,22
0.6515,0.5106,0.5904,0.7118,-0.5507,0.5904,0.4542,1.2466,-0.4772,0.7599,-0.9141,0.1679,0.1898,-1.144,0.5515,-1.0172,-0.0405,20,0.8,13,1.77,2011,6,23
1.2978,-0.1851,-0.1889,-0.4153,-0.439,-0.1889,-0.1908,0.0982,-0.4066,0.7071,-0.9028,-0.1384,-0.0916,-1.1436,0.1058,-1.0132,0.1049,4,0.2,11,1.97,2011,6,24
0.615,-0.4136,-0.4819,-0.6778,-0.4142,-0.4819,-0.533,-0.4175,-0.4673,-0.0233,-0.8653,-0.233,-0.2185,-1.1375,-0.052,-0.9797,0.2263,3,0.1,7,1.92,2011,6,25
1.4097,-0.3487,-0.462,-0.6465,-0.6879,-0.462,-0.4525,-0.2225,-0.6538,-0.2025,-0.8519,-0.6523,-0.665,-1.1356,-0.547,-0.972,0.1714,6,0.25,7,0.66,2011,6,26
1.1789,0.0241,-0.0395,-0.1004,-0.5242,-0.0395,-0.2392,-0.0465,-0.4411,-0.2106,-0.8283,0.2016,0.2296,-1.132,0.4507,-0.9547,0.0999,19,1.12,5,0.07,2011,6,27
0.1246,-0.3846,-0.3778,-0.0739,1.833,-0.3778,-0.5614,0.4676,3.0101,1.9301,-0.8996,1.0279,2.0634,-1.1577,2.2444,-1.0152,-2.25,0,0,0,0,2011,6,28
-0.7015,-1.3324,-1.2006,-0.6424,1.9378,-1.2006,-1.2119,0.8652,2.5974,2.0566,-1.1274,-0.4391,0.7744,-1.213,0.8783,-1.219,-2.8908,1,0.02,1,0.03,2011,6,29
-0.3232,-0.9852,-1.3485,-1.3826,-0.2409,-1.3485,-1.1403,0.8627,-0.3294,0.1959,-1.0481,-1.9062,-1.6915,-1.2053,-1.676,-1.1383,-1.2219,2,0.04,6,0.24,2011,6,30
1.3408,0.0466,-0.3692,-0.6757,-0.4394,-0.3692,-0.3619,0.1222,-0.5048,-1.4286,-0.9459,-1.362,-1.4102,-1.1895,-1.3151,-1.0427,-0.1436,1,0.03,2,0.11,2011,7,1
1.3881,0.9286,0.6355,0.3027,-0.3547,0.6355,0.3156,0.0433,-0.4139,-1.3596,-0.8798,-0.598,-0.6135,-1.1792,-0.4509,-0.981,0.2529,4,0.12,5,0.42,2011,7,2
0.7184,0.9319,0.901,0.8817,-0.2547,0.901,0.5065,0.5863,-0.3465,-0.4408,-1.0985,-0.0648,0.0299,-1.1847,0.2685,-1.1623,0.0682,7,0.23,0,0,2011,7,3
-0.2436,0.4246,0.6109,0.8444,1.0256,0.6109,0.5248,1.9983,0.6776,-0.704,-1.1245,-1.3149,-1.1483,-1.1812,-1.0218,-1.1835,-0.7544,1,0.01,3,0.07,2011,7,4
-1.3708,0.141,0.5224,1.0539,3.8339,0.5224,0.5138,2.6238,4.9618,-1.9646,-1.9305,-2.7832,-2.4208,-1.3152,-2.3004,-1.9004,-2.1502,3,0.43,5,0.53,2011,7,5
-1.8068,0.0735,0.7511,1.2998,1.7785,0.7511,0.7232,2.9598,1.9707,-2.1313,-1.9157,-2.3908,-2.156,-1.3225,-2.0015,-1.8985,-1.6283,6,0.06,2,0.06,2011,7,6
-1.4453,-0.1756,0.4737,1.168,2.3913,0.4737,0.5007,2.9711,2.3329,-1.2554,-1.8786,-1.9196,-1.6291,-1.3368,-1.4756,-1.8676,-1.8917,5,0.39,3,0.08,2011,7,7
